GEO_ID,NAME,state,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED0_PF,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED12_PF,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,PRED3_PF,Total_Population_E,Total_Population_M,Housing_Units_E,Housing_Units_M,Hispanic_PE,Hispanic_PM,Hispanic_PF,NH_White_alone_PE,NH_White_alone_PM,NH_White_alone_PF,NH_Black_alone_PE,NH_Black_alone_PM,NH_Black_alone_PF,NH_AIAN_alone_PE,NH_AIAN_alone_PM,NH_AIAN_alone_PF,NH_Asian_alone_PE,NH_Asian_alone_PM,NH_Asian_alone_PF,NH_NHPI_alone_PE,NH_NHPI_alone_PM,NH_NHPI_alone_PF,NH_SOR_alone_PE,NH_SOR_alone_PM,NH_SOR_alone_PF,NH_Two_or_More_PE,NH_Two_or_More_PM,NH_Two_or_More_PF,Male_PE,Male_PM,Male_PF,Female_PE,Female_PM,Female_PF,civ_vet_PE,civ_vet_PM,civ_vet_PF,GINI_IND_Inequality_E,GINI_IND_Inequality_M,GINI_IND_Inequality_F,Rural_Pop_PE,Rural_Pop_PF,Median_age_E,Median_age_M,Median_age_F,65_plus_PE,65_plus_PM,65_plus_PF,Disabled_PE,Disabled_PM,Disabled_PF,Blw_Pov_Lvl_PE,Blw_Pov_Lvl_PM,Blw_Pov_Lvl_PF,Female_no_partner_w_child_PE,Female_no_partner_w_child_PM,Female_no_partner_w_child_PF,Male_no_partner_w_child_PE,Male_no_partner_w_child_PM,Male_no_partner_w_child_PF,crowd_occ_PE,crowd_occ_PM,crowd_occ_PF,HS_Grad_PE,HS_Grad_PM,HS_Grad_PF,ENG_LVW_PE,ENG_LVW_PM,ENG_LVW_PF,WRK_FT_YR_PE,WRK_FT_YR_PM,WRK_FT_YR_PF,No_Health_Ins_PE,No_Health_Ins_PM,No_Health_Ins_PF,Broadband_PE,Broadband_PM,Broadband_PF,No_Veh_PE,No_Veh_PM,No_Veh_PF,HO_Vac_PE,HO_Vac_PM,HO_Vac_PF,Rent_Vac_PE,Rent_Vac_PM,Rent_Vac_PF
0500000US12013,Calhoun County, Florida,3726,1369,29.47,10.82,0,5147,1465,40.7,11.58,0,3772,1287,29.83,10.18,0,14362,-555555555,6017,96,5.8,-555555555,-1,77.1,0.3,1,13,1.4,0,1.1,0.4,0,0.1,0.2,-1,0,0.3,0,0.2,0.3,0,2.8,1.5,0,55.1,1.1,1,44.9,1.1,-1,9.2,1.6,1,0.4571,0.05,0,67.51,2,41.6,1.6,1,19.2,0.8,1,23.7,3.1,1,14.7,3.2,0,2.6,1.4,-1,1,0.8,0,0.4,0.5,-1,76.9,2.7,-1,3.4,1,-1,37,4.6,-1,16.5,3.9,1,67.8,4.7,-1,7,2.1,0,1.3,1.3,0,12.5,7.6,0
0500000US12015,Charlotte County, Florida,43307,17685,23.11,9.44,-1,89362,19386,47.68,10.34,0,54741,17083,29.21,9.12,0,181067,-555555555,104458,164,7.3,-555555555,-1,83.9,0.1,1,5.4,0.2,-1,0.3,0.1,-1,1.3,0.1,-1,0.1,0.1,0,0.3,0.1,0,1.5,0.3,-1,48.9,0.1,-1,51.1,0.1,1,14.3,0.6,1,0.4602,0.0137,-1,8.88,1,59.1,0.2,1,39.6,0.1,1,22.5,0.8,1,11.1,0.9,-1,2.4,0.4,-1,0.9,0.2,-1,0.5,0.2,-1,90.6,0.7,1,4,0.5,-1,42.7,1.3,-1,10.4,0.8,1,84.7,0.8,1,5,0.5,-1,2.5,0.6,1,12.7,2.5,1
0500000US12017,Citrus County, Florida,35699,13667,23.98,9.18,-1,65617,15071,44.08,10.12,0,47549,13565,31.94,9.11,1,145169,-555555555,79641,181,5.7,-555555555,-1,88,0.1,1,2.8,0.3,-1,0.2,0.1,-1,1.7,0.1,-1,0,0.1,-1,0.1,0.1,0,1.4,0.3,-1,48.5,0.2,-1,51.5,0.2,1,15.5,0.7,1,0.4517,0.0151,-1,34.52,1,56.5,0.3,1,36.3,0.1,1,21.7,0.9,1,15.7,1.1,1,3,0.6,-1,1.1,0.4,0,0.2,0.1,-1,88.4,0.8,0,2.2,0.3,-1,39.8,1.6,-1,10.2,1,1,82.1,1.2,0,5.4,0.6,-1,2.4,0.6,1,12.4,2.9,1
0500000US12019,Clay County, Florida,85738,23233,39.2,10.62,0,98074,23385,44.84,10.69,0,34895,17792,15.96,8.14,0,211405,-555555555,80710,92,9.9,-555555555,-1,72.7,0.1,1,10.3,0.4,-1,0.1,0.1,-1,2.8,0.2,-1,0,0.1,-1,0.4,0.2,0,3.7,0.4,1,49.3,0.1,0,50.7,0.1,0,16.5,0.8,1,0.4171,0.0124,-1,14.97,1,39.7,0.4,1,15.4,0.1,-1,13.5,0.8,1,10.2,0.9,-1,5.5,0.7,0,1.6,0.4,0,0.4,0.2,-1,91.8,0.8,1,3.5,0.5,-1,50.7,1.2,0,10.3,1,1,90.5,0.9,1,3.1,0.5,-1,1.5,0.6,0,3.2,1.4,-1
0500000US12021,Collier County, Florida,89372,40310,23.31,10.52,-1,192890,44524,50.32,11.62,0,101065,38569,26.37,10.06,0,371453,-555555555,214473,285,27.9,-555555555,1,62.8,0.1,1,6.7,0.2,-1,0.2,0.1,-1,1.3,0.1,-1,0,0.1,-1,0.1,0.1,0,1,0.2,-1,49.3,0.1,0,50.7,0.1,0,8.9,0.3,1,0.5257,0.0084,1,8.49,1,50.8,0.1,1,31.6,0.1,1,11.5,0.4,-1,11.2,0.7,-1,3.4,0.4,-1,0.9,0.2,-1,1,0.2,0,87.1,0.6,-1,14.9,0.5,1,50.1,1,0,15.4,0.7,1,85.2,0.7,1,4.8,0.4,-1,3.3,0.6,1,8.8,1,1
0500000US12023,Columbia County, Florida,17523,6318,26.13,9.42,0,31932,6835,47.61,10.19,0,17608,6042,26.26,9.01,0,69968,-555555555,29033,133,6.3,-555555555,-1,72.3,0.2,1,17.8,0.6,1,0.2,0.1,-1,1.1,0.1,-1,0,0.1,-1,0.2,0.1,0,2.2,0.6,0,51.8,0.3,1,48.2,0.3,-1,13,1.1,1,0.4589,0.0182,-1,62.06,2,40.4,0.5,1,18.3,0.1,1,19.7,1.2,1,15.8,1.9,1,4.1,0.9,-1,1.5,0.7,0,0.5,0.3,-1,86.1,1.2,-1,1.9,0.3,-1,41.9,1.9,-1,12.5,1.4,1,78.6,1.7,-1,4.6,1.1,-1,1.4,0.8,0,7.5,2,0
0500000US12027,DeSoto County, Florida,7031,3706,19.97,10.53,-1,16237,4158,46.11,11.81,0,11943,3707,33.92,10.53,1,36903,-555555555,15189,296,31.6,-555555555,1,54.8,0.1,-1,12.5,0.3,0,0.1,0.1,-1,0.2,0.2,-1,0.1,0.1,0,0,0.1,-1,0.7,0.2,-1,56.5,0.2,1,43.5,0.2,-1,7.4,0.9,0,0.4404,0.0243,-1,46.24,1,40.9,0.8,1,21.7,0.4,1,14.6,1.4,1,26.8,3,1,6.7,1.6,0,1.2,0.7,0,1.2,0.7,0,73.5,2,-1,15.4,1.6,1,41.2,3.3,-1,19.2,2.4,1,57.3,3.2,-1,6.9,1.8,0,1,0.8,0,6.8,3,0
0500000US12029,Dixie County, Florida,3630,1633,24,10.79,0,7154,1768,47.29,11.69,0,4343,1567,28.71,10.36,0,16589,-555555555,9453,84,4.1,-555555555,-1,84.1,0.3,1,8.8,0.8,-1,0,0.1,-1,0.2,0.1,-1,0,0.1,-1,0,0.3,0,2.8,0.8,0,56,0.6,1,44,0.6,-1,14.3,2,1,0.4751,0.0356,0,77.02,2,46.5,0.8,1,22.7,0.4,1,23.3,2.8,1,21.2,4,1,4.4,1.7,0,1.3,1.3,0,3,1.4,1,78.4,3.2,-1,1.5,0.5,-1,32.4,4.1,-1,16.2,2.8,1,58.4,5.3,-1,9.8,3.1,0,2.6,2.1,0,1.5,1,-1
0500000US12031,Duval County, Florida,340257,100581,35.88,10.61,0,415347,103695,43.8,10.94,0,192673,83001,20.32,8.75,0,936186,-555555555,407960,506,9.7,-555555555,-1,52.9,0.1,-1,29.2,0.2,1,0.2,0.1,-1,4.6,0.1,-1,0.1,0.1,0,0.4,0.1,1,3,0.2,1,48.5,0.1,-1,51.5,0.1,1,11.6,0.3,1,0.4704,0.0055,-1,2.91,1,36.2,0.2,-1,13.7,0.1,-1,13.3,0.3,1,14.5,0.6,1,7.2,0.4,1,1.3,0.2,0,0.6,0.1,-1,89.8,0.3,1,5.6,0.3,-1,54.2,0.5,1,11.8,0.4,1,84,0.5,1,7.8,0.4,-1,2.3,0.3,1,7.4,0.6,1
0500000US12033,Escambia County, Florida,101974,31577,32.94,10.2,0,137406,32290,44.38,10.43,0,70228,25715,22.68,8.31,0,313491,-555555555,141355,436,5.7,-555555555,-1,64.3,0.1,1,21.7,0.4,1,0.4,0.1,-1,2.9,0.2,-1,0.1,0.1,0,0.2,0.1,0,4.6,0.4,1,49.5,0.1,1,50.5,0.1,-1,14.1,0.5,1,0.4448,0.0078,-1,8.3,1,37.2,0.3,-1,16.6,0.1,1,15.4,0.6,1,14,0.8,0,4.6,0.5,-1,0.8,0.2,-1,0.2,0.1,-1,90.5,0.5,1,2.7,0.3,-1,48.1,0.9,-1,10.3,0.6,1,83,0.9,0,6,0.5,-1,2.1,0.5,0,11.4,1.4,1
0500000US12035,Flagler County, Florida,31559,10840,27.5,9.44,0,53829,11393,46.9,9.93,0,29391,9526,25.61,8.3,0,109801,-555555555,51757,70,10.4,-555555555,-1,74.7,0.2,1,9.9,0.4,-1,0.3,0.1,-1,2.6,0.1,-1,0.1,0.1,0,0.2,0.1,0,1.8,0.4,-1,47.7,0.2,-1,52.3,0.2,1,11.9,0.6,1,0.4359,0.015,-1,10.32,1,51.3,0.3,1,30,0.1,1,14.8,0.8,1,12.4,1.6,0,3.6,0.8,-1,1.5,0.5,0,0.2,0.1,-1,92.2,0.8,1,7.2,0.8,-1,46.7,1.7,-1,13.4,1.4,1,76.8,2,-1,3.3,0.7,-1,2.1,0.8,0,2.5,1.1,-1
0500000US12037,Franklin County, Florida,2748,1094,26.35,10.49,0,4445,1192,42.62,11.43,0,3236,1062,31.03,10.19,0,11811,-555555555,8725,81,5.5,-555555555,-1,77.1,1.7,1,13.8,1.1,1,0,0.4,-1,0.3,0.3,-1,0.4,0.5,0,1.4,1.7,0,1.5,0.9,0,57,1,1,43,1,-1,10.1,1.2,1,0.5056,0.0402,0,68.04,2,46.4,1,1,22.7,0.6,1,22.5,2.9,1,18.8,3.5,1,3.7,1.8,0,0.9,0.8,0,0.4,0.4,-1,80.7,2.7,-1,1.7,0.6,-1,35.1,3.4,-1,18.3,3.8,1,77.1,3.9,-1,5,2,-1,2.7,1.8,0,31.3,7.1,1
0500000US12039,Gadsden County, Florida,9966,3939,23.03,9.1,-1,18105,4614,41.85,10.66,0,15194,4370,35.12,10.1,1,45945,-555555555,20293,245,10.4,-555555555,-1,32.3,0.3,-1,55.8,0.5,1,0.1,0.1,-1,0.2,0.1,-1,0,0.1,-1,0.3,0.3,0,0.9,0.5,-1,47.4,0.3,-1,52.6,0.3,1,9.3,1,1,0.4448,0.0193,-1,65.38,2,40.8,0.6,1,17.3,0.3,1,19.4,1.3,1,22.8,2.5,1,9.9,1.6,1,0.9,0.6,0,0.2,0.3,-1,79.8,2,-1,4.5,0.7,-1,42.6,2.7,-1,14.1,1.6,1,60.4,2.8,-1,10.1,2.1,0,0.7,0.6,-1,5.2,2.8,0
0500000US12041,Gilchrist County, Florida,3669,1845,20.87,10.49,-1,7890,1967,44.89,11.19,0,6018,1705,34.24,9.7,1,17953,-555555555,7550,101,5.8,-555555555,-1,86.2,0.2,1,5.7,0.7,-1,0,0.1,-1,0.2,0.2,-1,0,0.1,-1,0,0.2,0,2,0.7,0,52.4,0.8,1,47.6,0.8,-1,10.5,1.2,1,0.4266,0.0244,-1,83.92,2,42.1,1.1,1,20.3,0.3,1,21.2,2.3,1,17.2,3.5,1,5.6,2,0,1.1,0.8,0,0,0.1,-1,85.4,2.1,-1,2.1,0.6,-1,40.7,3.4,-1,17.6,3.4,1,66.1,4,-1,6.2,1.9,-1,2,1.2,0,4,3.2,0
0500000US12043,Glades County, Florida,1850,1405,14.99,11.38,-1,5837,1642,47.28,13.3,0,4658,1535,37.73,12.43,1,13516,-555555555,7056,109,21.3,-555555555,1,59.7,0.9,-1,13,0.8,0,3.8,0.3,1,0.8,0.8,-1,0,0.3,0,0.4,0.8,0,1,0.6,-1,55.6,1.7,1,44.4,1.7,-1,13.1,2,1,0.4343,0.0233,-1,70.64,2,47.9,1.3,1,26.9,0.8,1,18.2,2.8,1,17.4,4.1,0,3.7,2.2,0,1.4,1.6,0,0.4,0.5,-1,74.5,3.8,-1,12.5,1.7,1,34.9,5,-1,24.1,4.6,1,60.2,5,-1,4.9,2.5,-1,3.1,2.1,0,6.7,5.2,0
0500000US12045,Gulf County, Florida,3147,1365,23.55,10.22,-1,6192,1484,46.34,11.11,0,4023,1328,30.11,9.94,0,15576,-555555555,9567,102,4.4,-555555555,-1,76.3,0.1,1,16.6,0.6,1,0.4,0.3,0,0.5,0.1,-1,0,0.3,0,0.1,0.1,0,1.7,0.6,-1,58.5,0.5,1,41.5,0.5,-1,11.7,1.6,1,0.4158,0.0241,-1,77.09,2,44.9,1.1,1,20.7,0.6,1,20.2,2.2,1,12.9,3,0,4.2,2,0,1.1,0.8,0,0.5,0.5,-1,85.5,2.1,-1,1.8,0.9,-1,37.4,3.1,-1,10.4,2.7,0,75,4.1,-1,4.3,2,-1,5.3,2.5,1,23.6,7.7,1
0500000US12047,Hamilton County, Florida,2653,1205,22.48,10.21,-1,4714,1344,39.95,11.39,0,4433,1231,37.57,10.44,1,14326,-555555555,5827,211,9.4,-555555555,-1,54.7,0.3,-1,33.6,0.6,1,0.6,0.2,0,0.1,0.1,-1,0,0.3,0,0.1,0.3,0,1.3,0.6,-1,58.7,0.8,1,41.3,0.8,-1,8.3,1.2,0,0.4683,0.0291,0,63.48,2,40.9,1.1,1,17,0.2,1,23.7,2.7,1,29.9,5.1,1,7.1,1.8,0,1.9,1.6,0,1.3,1,0,73,3.7,-1,4.4,1.2,-1,26.3,3.9,-1,13.7,2.7,1,64.9,5.3,-1,10.1,2.5,0,2.9,1.9,0,11.2,7,0
0500000US12049,Hardee County, Florida,5088,2642,19.8,10.28,-1,12688,3064,49.39,11.93,0,7915,2825,30.81,10.99,0,27131,-555555555,9763,69,43.6,-555555555,1,47.1,0.1,-1,7.4,1,-1,0.1,0.1,-1,0.9,0.7,-1,0.1,0.2,0,0,0.1,-1,0.8,0.6,-1,54.2,0.4,1,45.8,0.4,-1,6,1,-1,0.4684,0.0405,0,47.81,1,35.4,0.3,-1,15.8,0.3,0,11.4,1.5,0,24.1,3.7,1,5.8,1.8,0,1.4,1,0,2.3,1.7,0,77.2,2.4,-1,15.5,2.3,1,39.6,3.1,-1,11.7,2.4,1,59.5,4,-1,5.3,1.8,-1,4.3,2.4,1,4.9,3.4,0
0500000US12051,Hendry County, Florida,8276,4292,19.78,10.26,-1,19211,4913,45.92,11.74,0,14345,4449,34.29,10.64,1,40732,-555555555,14804,184,53.7,-555555555,1,32,0.4,-1,11,0.5,-1,1.4,0.1,1,0.9,0.1,-1,0,0.1,-1,0.1,0.1,0,0.9,0.7,-1,53,0.6,1,47,0.6,-1,5.2,1,-1,0.4681,0.0303,0,37.89,1,34,0.3,-1,13.1,0.4,-1,12,1.6,0,25.3,3.4,1,8.4,2.5,1,1.3,0.9,0,1.3,0.8,0,66.3,2.8,-1,24.3,2.2,1,44.8,3,-1,25.6,2.4,1,66.5,3.8,-1,8.2,2.4,0,1.5,1.4,0,3,2.8,-1
0500000US12053,Hernando County, Florida,57049,18831,29.57,9.76,0,87969,19719,45.6,10.22,0,47881,16312,24.82,8.46,0,186313,-555555555,86898,185,13.5,-555555555,-1,77.5,0.2,1,4.9,0.2,-1,0.3,0.1,-1,1.2,0.2,-1,0,0.1,-1,0.6,0.2,1,1.9,0.3,-1,48,0.1,-1,52,0.1,1,12.5,0.5,1,0.4293,0.0113,-1,19.38,1,49,0.2,1,27.5,0.1,1,19.6,0.8,1,14.1,0.9,0,3.5,0.4,-1,1.5,0.3,0,0.4,0.2,-1,87.9,0.7,0,3.2,0.3,-1,45,1.2,-1,12.2,0.7,1,84.3,0.9,1,4.5,0.5,-1,2.4,0.6,1,5.8,1.6,0
0500000US12055,Highlands County, Florida,22222,10297,21.01,9.73,-1,48962,11966,46.29,11.31,0,34592,11065,32.7,10.46,1,103437,-555555555,55791,196,20.1,-555555555,1,67.1,0.1,1,9.4,0.4,-1,0.2,0.1,-1,1.4,0.2,-1,0,0.1,-1,0.1,0.1,0,1.7,0.5,-1,48.7,0.2,-1,51.3,0.2,1,12.3,0.9,1,0.4855,0.026,0,21.07,1,53.5,0.3,1,35.2,0.2,1,19.8,1,1,18.6,1.6,1,3.5,0.8,-1,0.6,0.3,-1,0.5,0.2,-1,85.7,1.3,-1,6.8,0.8,-1,39.9,2,-1,11.1,1.2,1,74.3,1.6,-1,5.2,0.8,-1,3.8,0.9,1,8.7,2.7,0
0500000US12057,Hillsborough County, Florida,506252,154950,34.72,10.63,0,649541,164136,44.55,11.26,0,302255,135315,20.73,9.28,0,1422278,-555555555,580511,408,28.7,-555555555,1,48.8,0.1,-1,15.6,0.1,1,0.2,0.1,-1,4,0.1,-1,0.1,0.1,0,0.3,0.1,0,2.4,0.1,0,48.9,0.1,-1,51.1,0.1,1,8.4,0.2,1,0.4787,0.0031,-1,3.51,1,37.2,0.1,-1,13.9,0.1,-1,11.6,0.2,-1,14.6,0.4,1,6.2,0.2,1,1.4,0.1,0,1.3,0.1,1,88.7,0.3,1,11.4,0.3,1,52.8,0.3,1,12.6,0.3,1,87.5,0.3,1,6.5,0.2,-1,1.8,0.2,0,6.4,0.5,0
0500000US12059,Holmes County, Florida,4271,1785,23.61,9.87,-1,7570,1893,41.84,10.46,0,6251,1628,34.55,9,1,19432,-555555555,8711,92,2.8,-555555555,-1,86.7,0.2,1,6.9,0.4,-1,1.4,0.5,1,0.6,0.2,-1,0.3,0.3,0,0,0.1,-1,1.4,0.6,-1,54.3,0.4,1,45.7,0.4,-1,10.7,1.5,1,0.4525,0.0293,-1,78.77,2,42.7,0.9,1,19.8,0.5,1,23.4,1.9,1,22.8,3.3,1,5.2,1.6,0,1.6,1,0,0.5,0.5,-1,78.7,2.7,-1,1.4,0.5,-1,38.1,3.3,-1,17.7,2.6,1,72.4,3,-1,6.1,1.7,-1,0.3,0.3,-1,3.3,2.2,-1
0500000US12061,Indian River County, Florida,42851,15853,26.9,9.95,0,72416,17095,45.47,10.73,0,44003,14570,27.63,9.15,0,153989,-555555555,80098,108,12.4,-555555555,-1,75.3,0.1,1,8.8,0.3,-1,0.1,0.1,-1,1.3,0.2,-1,0,0.1,-1,0.1,0.1,0,1.9,0.4,-1,48,0.3,-1,52,0.3,1,11.9,0.6,1,0.5246,0.0161,1,4.97,1,53.5,0.2,1,32.3,0.1,1,16.3,1,1,11.4,1.1,-1,2.4,0.6,-1,0.5,0.3,-1,0.4,0.2,-1,89.4,0.9,1,5,0.6,-1,46.8,1.9,-1,11.8,1.1,1,82.1,1.3,0,5,0.7,-1,2.9,0.7,1,26,2.8,1
0500000US12063,Jackson County, Florida,10779,3781,26.53,9.31,0,17660,4140,43.47,10.19,0,12183,3736,29.99,9.2,0,47945,-555555555,21102,195,4.9,-555555555,-1,65.3,0.1,1,26.5,0.5,1,0.7,0.2,0,0.3,0.3,-1,0.2,0.2,0,0.2,0.2,0,2,0.6,0,54.9,0.3,1,45.1,0.3,-1,10.2,0.9,1,0.4585,0.0206,-1,75.36,2,41.7,0.4,1,19.3,0.2,1,20.2,1.4,1,19.4,2.1,1,5.7,1.3,0,0.9,0.5,0,0.5,0.4,-1,80.5,1.6,-1,1.9,0.5,-1,38.6,2.2,-1,11.3,1.7,1,71.3,2.2,-1,8.2,1.3,0,1.6,1.1,0,6.3,2.8,0
0500000US12065,Jefferson County, Florida,3458,1368,26.37,10.43,0,5229,1536,39.87,11.71,0,4427,1430,33.76,10.91,1,14161,-555555555,6752,103,4.1,-555555555,-1,59.6,0.3,-1,34.4,0.6,1,0.5,0.2,0,0.3,0.3,-1,0,0.3,0,0,0.3,0,1.1,0.6,-1,52.5,0.6,1,47.5,0.6,-1,10.2,1.8,1,0.4601,0.026,0,100,3,48,0.6,1,22.9,0.4,1,17.9,2.2,1,16.5,2.8,1,3.9,1.7,0,0.8,0.6,0,0.6,0.6,0,82,2.3,-1,1.7,0.5,-1,42.1,3,-1,7.3,1.7,0,73.3,4.2,-1,4.9,2,-1,0.9,1,0,5.8,3.9,0
0500000US12067,Lafayette County, Florida,1662,1017,23.02,14.09,0,3579,1104,49.58,15.29,0,1978,972,27.4,13.47,0,8637,-555555555,3193,233,15.7,1.8,-1,66.2,3.5,1,15.9,3.8,0,0.2,0.2,-1,0,0.5,-1,0.3,0.7,0,0,0.5,0,1.7,1,0,59.3,3,1,40.7,3,-1,9.6,2.2,1,0.4203,0.0408,-1,100,3,37.3,2.4,0,13.8,2.2,0,15.7,4.2,0,12.8,4.8,0,1.8,1.6,-1,0,1.9,0,3.1,2.4,0,75.3,4.2,-1,6.7,2,0,35,5.3,-1,16.6,5.5,1,77.7,6,0,5,3.6,0,2.9,2.6,0,21.1,16,0
0500000US12069,Lake County, Florida,113091,37786,30.99,10.35,0,166511,39841,45.63,10.92,0,85347,32890,23.39,9.01,0,345867,-555555555,157039,223,15.6,-555555555,-1,69.7,0.2,1,10.2,0.2,-1,0.4,0.1,-1,2,0.1,-1,0,0.1,-1,0.5,0.2,1,1.7,0.3,-1,48.5,0.1,-1,51.5,0.1,1,11.8,0.4,1,0.4231,0.0078,-1,19.25,1,46.9,0.2,1,26.5,0.1,1,16.6,0.6,1,12,1,-1,4,0.5,-1,0.9,0.3,-1,0.4,0.1,-1,89.5,0.7,1,4.7,0.5,-1,49.5,1,-1,10.3,0.6,1,85.6,0.8,1,4.9,0.5,-1,2.4,0.5,1,7.6,1.5,1
0500000US12071,Lee County, Florida,211447,79582,27.61,10.39,0,367948,85519,48.04,11.17,0,186517,72380,24.35,9.45,0,737468,-555555555,394047,621,21.4,-555555555,1,67.2,0.1,1,8.1,0.1,-1,0.2,0.1,-1,1.6,0.1,-1,0,0.1,-1,0.3,0.1,0,1.2,0.2,-1,49,0.1,-1,51,0.1,1,9.5,0.3,1,0.4798,0.0065,0,5.82,1,48.5,0.2,1,28.1,0.1,1,13.9,0.4,1,13.1,0.5,0,3.8,0.3,-1,1,0.2,-1,0.6,0.1,-1,88.4,0.4,0,9.3,0.3,1,49.4,0.7,-1,13.3,0.4,1,85.2,0.5,1,4.8,0.3,-1,2.8,0.3,1,7.9,0.8,1
0500000US12073,Leon County, Florida,102109,30039,36.31,10.68,0,123486,30781,43.91,10.94,0,55645,24541,19.79,8.73,0,289770,-555555555,130005,629,6.4,-555555555,-1,56.5,0.1,-1,30.6,0.3,1,0.2,0.1,-1,3.5,0.1,-1,0,0.1,-1,0.3,0.1,0,2.6,0.3,0,47.4,0.1,-1,52.6,0.1,1,6.3,0.3,-1,0.4896,0.008,0,12.31,1,31,0.2,-1,12.9,0.1,-1,11.2,0.4,-1,20.5,0.8,1,6.1,0.5,1,1.2,0.3,0,0.6,0.2,-1,93.5,0.5,1,2.4,0.3,-1,44.9,0.9,-1,8.1,0.5,-1,87.9,0.7,1,6.2,0.6,-1,2.2,0.5,1,6.5,0.9,0
0500000US12075,Levy County, Florida,9565,4086,23.12,9.88,-1,19689,4455,47.58,10.77,0,12126,3968,29.3,9.59,0,40403,-555555555,20601,72,8.4,-555555555,-1,79.8,0.1,1,8.7,0.5,-1,0.1,0.1,-1,0.9,0.1,-1,0,0.1,-1,0,0.1,-1,2.2,0.5,0,48.8,0.2,-1,51.2,0.2,1,14.4,1.2,1,0.4524,0.0263,-1,92.05,2,46.9,0.6,1,24.1,0.2,1,20.9,1.3,1,20.7,2.6,1,4.1,0.8,-1,1.6,0.7,0,0.5,0.3,-1,84.9,1.6,-1,3.2,0.7,-1,42.9,2.7,-1,15.2,1.9,1,67.2,2.4,-1,5.1,1,-1,1.5,0.9,0,8,2.8,0
0500000US12077,Liberty County, Florida,2039,740,32.07,11.64,0,2527,790,39.75,12.43,0,1792,686,28.18,10.78,0,8345,-555555555,3621,209,4.7,1.8,-1,76.2,3.6,1,15.6,3.6,0,1.2,1.2,0,0.2,0.3,-1,0,0.5,0,0.4,0.5,0,1.6,1.4,0,59.6,3.5,1,40.4,3.5,-1,7.9,2.2,0,0.4305,0.0414,-1,100,3,40.7,3.3,0,15.3,2,0,23.5,4.1,1,16.8,5.5,0,3.9,2.5,0,4.8,2.2,1,0,1.7,0,81.4,3.7,-1,1.8,0.8,-1,29.7,4,-1,15.2,5.1,1,67.2,4.4,-1,2.7,1.4,-1,1.5,1.8,0,7.3,6.6,0
0500000US12079,Madison County, Florida,3371,1601,20.18,9.59,-1,8059,1797,48.24,10.76,0,5275,1667,31.58,9.98,1,18460,-555555555,8639,100,5.5,-555555555,-1,54.4,0.2,-1,38.2,1.2,1,0.3,0.4,0,0.9,1.1,-1,0,0.1,-1,0.2,0.3,0,0.4,0.2,-1,53.4,0.4,1,46.6,0.4,-1,7.8,1.2,0,0.4797,0.043,0,80.01,2,43.5,0.7,1,20.1,0.1,1,18.3,2.1,1,27.8,4.6,1,5.7,1.8,0,0.5,0.4,-1,2.1,1.3,0,81,2.3,-1,2.1,0.7,-1,38.8,3.3,-1,12.7,2,1,59.2,3.6,-1,10.1,2.8,0,3,1.7,0,10.1,4.4,0
0500000US12081,Manatee County, Florida,113602,40684,28.29,10.13,0,187395,43910,46.67,10.94,0,100551,37711,25.04,9.39,0,384213,-555555555,191000,216,16.4,-555555555,-1,71.2,0.1,1,8.5,0.2,-1,0.2,0.1,-1,2,0.1,-1,0,0.1,-1,0.1,0.1,0,1.5,0.2,-1,48.4,0.1,-1,51.6,0.1,1,10.3,0.3,1,0.4709,0.0076,-1,5.79,1,48.3,0.2,1,27,0.1,1,14.1,0.5,1,11.8,0.7,-1,4,0.4,-1,0.9,0.2,-1,0.6,0.1,-1,89.7,0.5,1,6.6,0.4,-1,49.7,0.8,-1,12.2,0.6,1,83.4,0.7,0,4.5,0.3,-1,2.4,0.4,1,13.4,1.3,1
0500000US12083,Marion County, Florida,99066,35322,27.67,9.86,0,165513,38592,46.22,10.78,0,93503,33285,26.11,9.3,0,353526,-555555555,168985,372,13.2,-555555555,-1,70.3,0.1,1,12.5,0.2,0,0.3,0.1,-1,1.4,0.1,-1,0,0.1,-1,0.2,0.1,0,2,0.3,-1,48,0.1,-1,52,0.1,1,12.6,0.5,1,0.4544,0.0107,-1,31.03,1,48.7,0.2,1,28.6,0.1,1,17.9,0.6,1,16.1,0.9,1,4.5,0.4,-1,0.9,0.2,-1,0.4,0.2,-1,87.6,0.6,0,3.7,0.4,-1,43.6,1,-1,11.4,0.7,1,80.7,1,-1,5.2,0.5,-1,2.2,0.5,1,9.2,1.5,1
